Index,Lot,Time,pH,Temp,Current,Voltage
810,12,오후 5:31:27.9,2.06,26.98,4.27,3.72
811,12,오후 5:31:32.9,2.28,22.72,4.41,4.74
812,12,오후 5:31:38.0,1.79,21.19,3.68,3.33
813,12,오후 5:31:43.0,2.24,21.41,4.47,4.01
814,12,오후 5:31:48.0,1.93,24.7,3.49,3.68
815,12,오후 5:31:53.0,1.81,25.35,3.25,3.5
816,12,오후 5:31:58.0,2.34,27.63,3.59,3.73
817,12,오후 5:32:03.0,1.65,27.05,4.27,3.98
818,12,오후 5:32:08.0,2.68,24.69,4.11,4.75
819,12,오후 5:32:13.0,1.55,27.43,3.82,3.03
820,12,오후 5:32:18.0,2.98,22.57,3.06,4.62
821,12,오후 5:32:23.0,2.19,26.09,4.39,4.43
822,12,오후 5:32:28.0,1.51,21.78,4.13,3.56
823,12,오후 5:32:33.0,2.79,25.45,3.01,3.01
824,12,오후 5:32:38.0,2.11,22.76,3.68,3.1
825,12,오후 5:32:43.0,2.99,25.06,3.26,3.55
826,12,오후 5:32:48.0,2.99,21.35,4.18,3.88
827,12,오후 5:32:53.0,2.64,26.13,3.98,4.44
828,12,오후 5:32:58.0,2.57,25.86,3.78,4.74
829,13,오후 5:33:24.2,1.51,21.45,3.74,4.73
830,13,오후 5:33:29.2,1.86,22.41,3.52,3.16
831,13,오후 5:33:34.2,2.58,23.22,3.67,4.66
832,13,오후 5:33:39.2,2.27,23.87,3.85,4.84
833,13,오후 5:33:44.2,2.75,27.47,3.75,4.42
834,13,오후 5:33:49.2,2.82,26.48,4.17,4.52
835,13,오후 5:33:54.2,2.17,23.51,3.95,3.31
836,13,오후 5:33:59.2,2.8,24.39,3.23,4.5
837,13,오후 5:34:04.2,2.73,21.42,4.12,3.27
838,13,오후 5:34:09.2,2.56,23.56,3.34,4.47
839,13,오후 5:34:14.2,2.37,23.08,4.05,4.56
840,13,오후 5:34:19.2,2.01,25.13,3.67,3.1
841,13,오후 5:34:24.2,2.02,26.37,4.09,4.68
842,13,오후 5:34:29.2,1.83,25.91,3.1,4.4
843,13,오후 5:34:34.2,4.25,24.63,4.04,4.06
844,13,오후 5:34:39.2,4.12,24.91,3.09,1.12
845,13,오후 5:34:44.2,2.26,22.93,3.95,4.03
846,13,오후 5:34:49.2,2.94,24.52,4.3,4.17
847,13,오후 5:34:54.2,1.53,23.82,3.59,3.97
848,13,오후 5:34:59.2,2.65,23.94,3.19,3.64
849,13,오후 5:35:04.3,1.85,23.21,4.19,4.36
850,13,오후 5:35:09.3,2.04,27.76,3.83,3.33
851,13,오후 5:35:14.3,2.93,24.76,3.14,4.29
852,13,오후 5:35:19.3,2.65,22.81,3.24,4.84
853,13,오후 5:35:24.3,2.77,24.81,3.92,3.09
854,13,오후 5:35:29.3,1.57,26.18,4.42,4.58
855,13,오후 5:35:34.3,1.84,27.75,3.75,3.41
856,13,오후 5:35:39.3,2.03,23.43,4.16,3.47
857,13,오후 5:35:44.3,2.07,22.63,3.65,4.98
858,13,오후 5:35:49.3,2.68,26.36,3.34,3.18
859,13,오후 5:35:54.3,2.42,25.09,3.31,4.74
860,13,오후 5:35:59.3,2.92,23.24,3.37,4.43
861,13,오후 5:36:04.3,2.66,24.43,3.57,4.9
862,13,오후 5:36:09.3,1.71,21.92,3.01,4.73
863,13,오후 5:36:14.3,2.63,21.12,3.1,3.38
864,13,오후 5:36:19.3,2.77,25.03,4.29,4.36
865,13,오후 5:36:24.3,2.8,24.64,4.11,3.82
866,13,오후 5:36:29.3,2.45,22.09,3.65,3.06
867,13,오후 5:36:34.3,1.85,25.67,4.04,4.62
868,13,오후 5:36:39.3,2.9,24.87,3.86,4.08
869,13,오후 5:36:44.3,2.05,23.92,3.69,3.46
870,13,오후 5:36:49.3,1.74,24.6,3.06,4.32
871,13,오후 5:36:54.3,2.37,24.95,3.58,3.39
872,13,오후 5:36:59.4,2.18,22.6,3.76,3.31
873,13,오후 5:37:04.4,2.67,21.93,3.11,4.85
874,13,오후 5:37:09.4,2.25,25.98,4.39,4.17
875,13,오후 5:37:14.4,2.08,21.57,3.41,3.62
876,13,오후 5:37:19.4,2.7,23.85,4.3,4.98
877,13,오후 5:37:24.4,2.64,21.98,3.64,3.44
878,13,오후 5:37:29.4,3.5,22.56,1.91,4.13
879,13,오후 5:37:34.4,2.2,22.44,3.94,3.15
880,13,오후 5:37:39.4,2.01,26.7,4.28,4.98
881,13,오후 5:37:44.4,2.3,26.02,4.26,4.98
882,13,오후 5:37:49.4,2.68,23.57,4.23,3.18
883,13,오후 5:37:54.4,2.23,22.61,4.31,3.32
884,13,오후 5:37:59.4,2.46,23.08,3.13,4.8
885,13,오후 5:38:04.4,2.76,26.92,3.26,3.38
886,13,오후 5:38:09.4,2.67,24.96,3.48,4.77
887,13,오후 5:38:14.4,1.85,27.83,4.01,4.79
888,13,오후 5:38:19.4,1.99,22.48,4.32,3.73
889,13,오후 5:38:24.4,2.76,22.17,4.34,3.93
890,13,오후 5:38:29.5,2.46,25.08,3.01,3.05
891,13,오후 5:38:34.5,2.21,22.23,4.09,3.68
892,13,오후 5:38:39.5,2.28,23.34,3.28,3.78
893,13,오후 5:38:44.5,2.97,24.51,4.32,4.77
894,13,오후 5:38:49.5,2.76,26.92,3.33,3.39
895,13,오후 5:38:54.5,1.8,24.08,3.13,4.85
896,13,오후 5:38:59.5,2.35,23.78,4.27,3.98
897,13,오후 5:39:04.5,1.81,27.42,3.63,4.1
898,14,오후 5:39:31.8,2.43,21.05,3.16,3.45
899,14,오후 5:39:36.8,2.47,27.34,3.78,3.05
900,14,오후 5:39:41.8,2.18,21.3,4.34,4.84
901,14,오후 5:39:46.8,1.66,25.69,3.6,4.95
902,14,오후 5:39:51.8,1.66,21.48,4.2,4.97
903,14,오후 5:39:56.8,2.27,25.48,4.16,4.18
904,14,오후 5:40:01.8,1.54,26.63,3.9,4.04
905,14,오후 5:40:06.8,2.24,26.85,3.41,4.82
906,14,오후 5:40:11.8,1.52,25.33,4.18,3.48
907,14,오후 5:40:16.8,1.96,21.76,3.61,4.09
908,14,오후 5:40:21.8,2.02,27.24,4.49,3.42
909,14,오후 5:40:26.8,1.91,25.62,4.37,3.7
910,14,오후 5:40:31.9,2.41,25.37,3.46,4.44
911,14,오후 5:40:36.9,2.2,27.46,4.42,4.33
912,14,오후 5:40:41.9,2.56,27.49,3.24,3.58
913,14,오후 5:40:46.9,2.32,24.42,3.94,3.66
914,14,오후 5:40:51.9,2.62,24.24,3.35,4.38
915,14,오후 5:40:56.9,2.7,22.71,3.62,4.48
916,14,오후 5:41:01.9,1.89,21.35,3.3,4.42
917,14,오후 5:41:06.9,2.83,27.0,3.47,3.12
918,14,오후 5:41:11.9,1.51,23.59,3.1,4.46
919,14,오후 5:41:16.9,2.55,26.63,4.0,4.97
920,14,오후 5:41:21.9,2.2,21.6,3.72,3.44
921,14,오후 5:41:26.9,2.12,21.22,3.88,4.37
922,14,오후 5:41:31.9,2.16,21.75,4.27,3.94
923,14,오후 5:41:36.9,1.53,22.27,4.12,3.13
924,14,오후 5:41:41.9,2.29,23.31,3.31,4.77
925,14,오후 5:41:46.9,1.57,22.7,4.42,4.38
926,14,오후 5:41:51.9,1.88,24.33,3.87,3.66
927,14,오후 5:41:56.9,1.65,22.92,3.97,4.59
928,14,오후 5:42:02.0,1.66,23.29,3.14,3.94
929,14,오후 5:42:07.0,2.27,22.51,3.13,3.25
930,14,오후 5:42:12.0,2.77,24.31,4.07,4.96
931,14,오후 5:42:17.0,2.24,22.34,4.39,4.92
932,14,오후 5:42:22.0,2.47,27.1,3.21,4.71
933,14,오후 5:42:27.0,2.24,22.12,3.66,3.78
934,14,오후 5:42:32.0,2.37,25.25,3.14,4.61
935,14,오후 5:42:37.0,2.25,24.74,3.78,4.36
936,14,오후 5:42:42.0,2.69,27.99,4.46,3.13
937,14,오후 5:42:47.0,2.85,22.47,3.89,3.58
938,14,오후 5:42:52.0,2.33,23.79,3.04,4.03
939,14,오후 5:42:57.0,1.82,22.5,3.19,3.52
940,14,오후 5:43:02.0,2.45,25.42,3.83,3.96
941,14,오후 5:43:07.0,2.49,22.68,4.32,4.15
942,14,오후 5:43:12.0,1.99,21.98,3.42,3.61
943,14,오후 5:43:17.0,2.83,22.86,3.15,4.41
944,14,오후 5:43:22.0,2.29,22.57,4.42,3.22
945,14,오후 5:43:27.0,2.31,26.17,3.64,4.45
946,14,오후 5:43:32.0,2.63,23.95,4.29,4.09
947,14,오후 5:43:37.0,2.74,26.26,4.06,3.05
948,14,오후 5:43:42.1,2.87,26.37,3.56,4.42
949,14,오후 5:43:47.1,2.86,19.16,3.76,3.9
950,14,오후 5:43:52.1,2.27,22.37,3.15,3.01
951,14,오후 5:43:57.1,1.59,24.08,3.97,3.13
952,14,오후 5:44:02.1,1.94,21.33,4.35,4.06
953,14,오후 5:44:07.1,2.51,21.84,3.35,4.76
954,14,오후 5:44:12.1,2.5,23.15,4.22,3.19
955,14,오후 5:44:17.1,2.22,25.04,4.18,2.46
956,14,오후 5:44:22.1,1.62,24.43,2.34,1.52
957,14,오후 5:44:27.1,1.75,24.25,4.4,4.08
958,14,오후 5:44:32.1,2.22,22.32,3.37,3.21
959,14,오후 5:44:37.1,1.81,23.68,3.26,4.41
960,14,오후 5:44:42.1,2.24,22.04,4.36,4.36
961,14,오후 5:44:47.1,2.75,25.84,4.23,4.24
962,14,오후 5:44:52.1,2.3,24.02,3.61,4.1
963,14,오후 5:44:57.1,2.35,21.5,4.31,4.75
964,14,오후 5:45:02.1,2.02,24.67,3.41,3.27
965,14,오후 5:45:07.1,2.9,24.82,3.35,3.63
966,14,오후 5:45:12.1,1.62,27.48,4.47,3.67
967,15,오후 5:45:37.8,2.12,25.67,3.93,4.32
968,15,오후 5:45:42.8,2.84,22.7,4.45,3.26
969,15,오후 5:45:47.8,2.39,25.9,3.92,3.09
970,15,오후 5:45:52.8,2.81,21.24,4.25,3.68
971,15,오후 5:45:57.8,2.32,23.65,4.29,4.43
972,15,오후 5:46:02.8,2.72,26.79,3.35,3.99
973,15,오후 5:46:07.8,2.85,21.02,4.06,4.28
974,15,오후 5:46:12.8,2.4,23.86,3.5,4.67
975,15,오후 5:46:17.8,2.49,23.34,3.17,4.28
976,15,오후 5:46:22.9,2.54,27.37,4.05,3.05
977,15,오후 5:46:27.9,1.52,23.7,3.36,3.91
978,15,오후 5:46:32.9,2.94,25.84,3.94,4.86
979,15,오후 5:46:37.9,2.25,26.85,3.23,4.31
980,15,오후 5:46:42.9,2.08,25.66,3.37,4.34
981,15,오후 5:46:47.9,1.62,27.22,3.37,4.06
982,15,오후 5:46:52.9,1.97,25.7,4.41,4.55
983,15,오후 5:46:57.9,2.09,26.78,3.36,4.96
984,15,오후 5:47:02.9,2.22,26.56,4.01,4.17
985,15,오후 5:47:07.9,1.81,25.15,4.49,3.05
986,15,오후 5:47:12.9,1.53,25.09,4.25,3.59
987,15,오후 5:47:17.9,2.88,23.41,3.03,4.6
988,15,오후 5:47:22.9,2.88,27.91,3.74,4.06
989,15,오후 5:47:27.9,2.67,22.65,3.72,4.15
990,15,오후 5:47:32.9,1.54,23.04,3.63,3.74
991,15,오후 5:47:37.9,2.05,26.49,3.19,3.57
992,15,오후 5:47:42.9,2.65,26.71,3.25,4.28
993,15,오후 5:47:47.9,2.26,22.83,3.81,3.14
994,15,오후 5:47:52.9,2.06,26.19,3.75,4.4
995,15,오후 5:47:58.0,2.35,23.35,3.89,4.89
996,15,오후 5:48:03.0,2.04,25.75,3.92,3.43
997,15,오후 5:48:08.0,1.72,23.85,3.31,4.64
998,15,오후 5:48:13.0,2.14,23.57,4.38,4.92
999,15,오후 5:48:18.0,2.72,21.77,3.3,4.03
1000,15,오후 5:48:23.0,2.48,26.76,4.43,3.67
1001,15,오후 5:48:28.0,2.46,24.23,3.62,4.18
1002,15,오후 5:48:33.0,1.88,21.85,3.68,3.07
1003,15,오후 5:48:38.0,2.48,26.92,3.74,3.87
1004,15,오후 5:48:43.0,1.67,27.91,4.36,4.37
1005,15,오후 5:48:48.0,2.57,21.47,4.23,3.94
1006,15,오후 5:48:53.0,1.93,24.85,3.93,4.65
1007,15,오후 5:48:58.0,2.92,26.39,4.43,3.55
1008,15,오후 5:49:03.0,2.05,23.47,3.48,4.8
1009,15,오후 5:49:08.0,2.13,27.11,3.02,3.32
1010,15,오후 5:49:13.0,1.88,22.77,3.25,4.27
1011,15,오후 5:49:18.1,1.55,22.92,4.25,4.63
1012,15,오후 5:49:23.1,2.4,22.51,3.02,4.01
1013,15,오후 5:49:28.1,1.53,21.84,3.7,4.6
1014,15,오후 5:49:33.1,1.69,23.57,3.55,4.3
1015,15,오후 5:49:38.1,2.37,23.2,4.43,3.44
1016,15,오후 5:49:43.1,1.59,26.69,3.37,3.38
1017,15,오후 5:49:48.1,1.74,22.22,4.1,4.7
1018,15,오후 5:49:53.1,2.24,25.82,4.24,4.28
1019,15,오후 5:49:58.1,1.51,27.73,3.08,4.27
1020,15,오후 5:50:03.1,2.0,25.71,4.41,3.65
1021,15,오후 5:50:08.1,2.26,23.51,3.63,4.92
1022,15,오후 5:50:13.1,2.85,24.69,3.34,4.79
1023,15,오후 5:50:18.1,1.6,25.28,4.08,4.09
1024,15,오후 5:50:23.1,1.53,21.13,3.61,3.8
1025,15,오후 5:50:28.1,2.78,23.12,4.32,3.52
1026,15,오후 5:50:33.1,2.06,24.41,4.43,3.74
1027,15,오후 5:50:38.1,2.78,26.45,3.33,4.6
1028,15,오후 5:50:43.1,2.8,25.71,3.27,4.48
1029,15,오후 5:50:48.1,2.77,24.72,3.94,3.79
1030,15,오후 5:50:53.1,2.16,27.03,4.2,3.06
1031,15,오후 5:50:58.1,2.46,21.34,4.28,3.18
1032,15,오후 5:51:03.2,1.55,24.76,4.09,3.65
1033,15,오후 5:51:08.2,1.79,26.61,3.13,3.85
1034,15,오후 5:51:13.2,2.57,24.76,3.23,3.7
1035,15,오후 5:51:18.2,1.53,27.79,3.44,3.4
1036,16,오후 5:51:44.8,1.69,24.76,3.03,4.7
1037,16,오후 5:51:49.8,2.76,22.86,3.61,4.97
1038,16,오후 5:51:54.8,2.32,26.66,3.29,4.13
1039,16,오후 5:51:59.8,1.84,25.37,3.86,3.93
1040,16,오후 5:52:04.8,2.63,22.84,4.26,3.92
1041,16,오후 5:52:09.8,1.95,24.96,4.01,4.08
1042,16,오후 5:52:14.8,2.2,26.3,3.92,4.72
1043,16,오후 5:52:19.8,1.9,22.22,3.14,4.22
1044,16,오후 5:52:24.8,2.11,22.71,3.01,4.5
1045,16,오후 5:52:29.8,2.23,23.5,3.11,4.4
1046,16,오후 5:52:34.8,1.55,24.73,3.27,3.14
1047,16,오후 5:52:39.8,2.39,22.04,3.42,3.45
1048,16,오후 5:52:44.8,1.54,25.82,4.23,4.18
1049,16,오후 5:52:49.8,1.52,27.1,3.08,3.44
1050,16,오후 5:52:54.8,2.27,24.82,3.94,4.0
1051,16,오후 5:52:59.8,2.26,25.54,3.92,4.28
1052,16,오후 5:53:04.8,2.33,24.48,3.58,4.55
1053,16,오후 5:53:09.8,1.65,22.97,3.38,3.55
1054,16,오후 5:53:14.8,2.71,26.96,3.15,4.97
1055,16,오후 5:53:19.8,1.79,24.72,3.18,4.02
1056,16,오후 5:53:24.8,1.69,22.1,4.12,3.64
1057,16,오후 5:53:29.9,2.5,24.07,3.68,4.3
1058,16,오후 5:53:34.9,2.77,24.81,3.25,3.82
1059,16,오후 5:53:39.9,1.58,27.28,3.8,3.5
1060,16,오후 5:53:44.9,2.93,25.11,3.06,4.21
1061,16,오후 5:53:49.9,2.19,21.24,3.71,4.85
1062,16,오후 5:53:54.9,2.63,21.08,3.13,3.81
1063,16,오후 5:53:59.9,2.85,23.71,3.47,4.34
1064,16,오후 5:54:04.9,2.44,25.44,4.32,3.81
1065,16,오후 5:54:09.9,2.82,25.43,4.16,3.51
1066,16,오후 5:54:14.9,1.6,26.44,4.49,4.68
1067,16,오후 5:54:19.9,1.96,26.22,3.53,3.72
1068,16,오후 5:54:24.9,3.08,24.97,1.97,4.74
1069,16,오후 5:54:29.9,3.12,22.91,3.18,4.32
1070,16,오후 5:54:34.9,1.67,23.43,3.36,3.51
1071,16,오후 5:54:39.9,2.28,26.81,3.6,4.29
1072,16,오후 5:54:44.9,2.29,23.23,3.19,4.46
1073,16,오후 5:54:49.9,2.19,22.94,4.28,3.2
1074,16,오후 5:54:54.9,2.09,21.98,3.44,3.21
1075,16,오후 5:54:59.9,2.48,25.51,4.05,3.54
1076,16,오후 5:55:04.9,2.92,27.61,3.37,4.57
1077,16,오후 5:55:09.9,1.52,26.84,3.65,3.88
1078,16,오후 5:55:14.9,2.14,22.99,3.72,4.85
1079,16,오후 5:55:20.0,2.88,24.11,3.17,3.82
1080,16,오후 5:55:25.0,2.94,22.17,3.04,3.61
1081,16,오후 5:55:30.0,1.84,21.37,3.83,3.87
1082,16,오후 5:55:35.0,1.78,26.65,3.6,4.96
1083,16,오후 5:55:40.0,2.96,24.55,4.24,4.97
1084,16,오후 5:55:45.0,2.36,24.99,3.55,3.51
1085,16,오후 5:55:50.0,1.69,27.6,3.85,3.82
1086,16,오후 5:55:55.0,2.65,24.16,2.07,4.44
1087,16,오후 5:56:00.0,2.87,25.2,4.08,3.8
1088,16,오후 5:56:05.0,1.82,26.97,4.03,3.27
1089,16,오후 5:56:10.0,1.79,25.12,3.12,3.26
1090,16,오후 5:56:15.0,2.82,21.52,3.27,4.25
1091,16,오후 5:56:20.0,2.92,26.16,4.16,4.91
1092,16,오후 5:56:25.0,2.43,27.69,3.59,4.88
1093,16,오후 5:56:30.0,2.33,21.43,4.36,3.13
1094,16,오후 5:56:35.0,1.61,24.94,4.26,4.18
1095,16,오후 5:56:40.0,1.6,25.68,4.19,3.95
1096,16,오후 5:56:45.0,2.22,24.56,4.34,4.53
1097,16,오후 5:56:50.0,1.94,23.6,4.11,3.55
1098,16,오후 5:56:55.0,2.5,25.2,3.75,4.7
1099,16,오후 5:57:00.0,2.39,24.35,3.81,4.95
1100,16,오후 5:57:05.0,2.61,21.56,3.24,4.57
1101,16,오후 5:57:10.1,2.67,27.71,3.71,3.66
1102,16,오후 5:57:15.1,2.73,22.9,3.82,3.12
1103,16,오후 5:57:20.1,2.09,25.15,4.44,3.97
1104,16,오후 5:57:25.1,2.54,27.2,3.43,3.43
1105,17,오후 5:57:50.7,2.23,24.55,3.15,3.58
1106,17,오후 5:57:55.7,2.78,25.67,3.96,4.92
1107,17,오후 5:58:00.7,1.61,23.99,4.26,3.2
1108,17,오후 5:58:05.7,1.51,27.21,3.73,4.59
1109,17,오후 5:58:10.7,2.15,27.94,3.3,4.71
1110,17,오후 5:58:15.7,1.78,27.15,4.35,4.6
1111,17,오후 5:58:20.7,2.26,24.39,3.84,3.78
1112,17,오후 5:58:25.7,2.81,26.37,3.86,4.16
1113,17,오후 5:58:30.7,2.11,27.14,4.45,3.92
1114,17,오후 5:58:35.7,1.88,25.67,4.29,4.04
1115,17,오후 5:58:40.7,2.67,26.07,4.03,3.98
1116,17,오후 5:58:45.7,1.59,27.84,3.37,3.4
1117,17,오후 5:58:50.8,2.17,23.2,4.12,3.94
1118,17,오후 5:58:55.8,2.33,24.4,3.53,4.01
1119,17,오후 5:59:00.8,2.25,21.27,4.43,4.81
1120,17,오후 5:59:05.8,2.97,24.82,4.29,4.17
1121,17,오후 5:59:10.8,1.66,26.72,3.5,3.82
1122,17,오후 5:59:15.8,2.52,22.11,3.38,3.37
1123,17,오후 5:59:20.8,1.9,27.87,3.93,3.64
1124,17,오후 5:59:25.8,2.56,23.04,3.85,4.91
1125,17,오후 5:59:30.8,2.62,26.23,4.1,3.72
1126,17,오후 5:59:35.8,1.68,27.4,3.14,4.73
1127,17,오후 5:59:40.8,1.9,22.58,3.79,3.59
1128,17,오후 5:59:45.8,1.61,24.26,3.9,3.29
1129,17,오후 5:59:50.8,2.93,24.18,3.24,3.43
1130,17,오후 5:59:55.8,2.8,23.9,4.35,3.83
1131,17,오후 6:00:00.8,2.27,23.43,4.25,3.69
1132,17,오후 6:00:05.8,2.61,27.61,4.01,3.68
1133,17,오후 6:00:10.8,2.31,27.53,4.16,3.63
1134,17,오후 6:00:15.8,4.02,22.22,4.49,2.2
1135,17,오후 6:00:20.9,2.5,24.47,3.31,4.18
1136,17,오후 6:00:25.9,2.28,26.09,4.14,3.3
1137,17,오후 6:00:30.9,1.98,23.41,3.47,4.41
1138,17,오후 6:00:35.9,2.37,21.35,3.89,4.46
1139,17,오후 6:00:40.9,2.18,25.28,3.23,3.64
1140,17,오후 6:00:45.9,2.77,24.57,3.46,3.91
1141,17,오후 6:00:50.9,2.47,23.09,3.28,3.76
1142,17,오후 6:00:55.9,2.81,23.67,4.36,4.68
1143,17,오후 6:01:00.9,2.48,24.55,3.61,4.51
1144,17,오후 6:01:05.9,2.11,21.28,3.25,4.09
1145,17,오후 6:01:10.9,2.39,27.44,4.06,3.71
1146,17,오후 6:01:15.9,2.61,27.26,4.14,3.38
1147,17,오후 6:01:20.9,2.74,24.02,4.27,3.17
1148,17,오후 6:01:25.9,2.32,25.64,3.44,4.37
1149,17,오후 6:01:30.9,1.66,22.86,3.88,3.78
1150,17,오후 6:01:35.9,2.78,27.44,4.13,4.21
1151,17,오후 6:01:40.9,2.5,27.06,3.82,4.96
1152,17,오후 6:01:45.9,2.86,27.2,4.12,4.36
1153,17,오후 6:01:51.0,1.66,27.77,3.88,4.65
1154,17,오후 6:01:56.0,1.54,23.99,3.8,3.84
1155,17,오후 6:02:01.0,2.22,21.49,3.97,3.39
1156,17,오후 6:02:06.0,2.03,21.32,3.17,4.69
1157,17,오후 6:02:11.0,2.59,22.95,3.42,3.45
1158,17,오후 6:02:16.0,2.56,24.31,3.63,4.69
1159,17,오후 6:02:21.0,4.53,23.69,3.46,3.33
1160,17,오후 6:02:26.0,4.05,22.1,3.87,4.81
1161,17,오후 6:02:31.0,1.82,22.6,3.9,4.45
1162,17,오후 6:02:36.0,2.45,27.51,4.19,3.65
1163,17,오후 6:02:41.0,1.98,23.31,4.28,3.8
1164,17,오후 6:02:46.0,1.68,27.44,3.38,3.96
1165,17,오후 6:02:51.0,1.97,27.68,4.35,4.38
1166,17,오후 6:02:56.0,2.17,24.96,3.03,4.33
1167,17,오후 6:03:01.0,1.54,25.37,3.45,4.14
1168,17,오후 6:03:06.0,2.72,22.4,3.01,4.94
1169,17,오후 6:03:11.0,2.21,27.92,3.54,3.38
1170,17,오후 6:03:16.0,1.79,25.07,3.75,4.87
1171,17,오후 6:03:21.0,2.01,24.64,4.44,4.94
1172,17,오후 6:03:26.0,2.53,25.18,4.01,3.77
1173,17,오후 6:03:31.1,2.23,21.44,4.27,3.32
1174,18,오후 6:03:58.8,1.71,22.95,4.03,4.31
1175,18,오후 6:04:03.8,2.98,21.59,3.83,3.42
1176,18,오후 6:04:08.8,2.09,23.25,3.47,4.11
1177,18,오후 6:04:13.8,1.84,22.07,3.77,3.87
1178,18,오후 6:04:18.8,3.07,27.56,2.31,1.75
1179,18,오후 6:04:23.8,2.14,24.04,3.11,4.28
1180,18,오후 6:04:28.8,2.62,26.07,3.04,3.38
1181,18,오후 6:04:33.8,2.68,25.12,3.46,4.45
1182,18,오후 6:04:38.8,2.32,21.58,3.12,4.85
1183,18,오후 6:04:43.8,2.71,25.82,4.35,3.69
1184,18,오후 6:04:48.8,1.97,27.25,3.07,3.64
1185,18,오후 6:04:53.8,2.79,21.28,4.04,3.79
1186,18,오후 6:04:58.8,2.11,25.11,3.06,4.66
1187,18,오후 6:05:03.8,2.61,26.89,3.68,3.37
1188,18,오후 6:05:08.8,1.6,26.14,3.39,3.53
1189,18,오후 6:05:13.8,2.55,24.14,3.13,4.88
1190,18,오후 6:05:18.8,1.91,25.25,3.73,3.34
1191,18,오후 6:05:23.8,1.81,23.58,4.03,3.73
1192,18,오후 6:05:28.8,2.52,24.35,4.19,4.88
1193,18,오후 6:05:33.8,1.76,24.32,3.7,3.96
1194,18,오후 6:05:38.9,2.86,26.73,3.24,3.29
1195,18,오후 6:05:43.9,2.16,23.57,3.78,3.54
1196,18,오후 6:05:48.9,2.29,25.89,3.8,3.94
1197,18,오후 6:05:53.9,2.48,27.12,3.53,3.1
1198,18,오후 6:05:58.9,2.92,26.24,3.59,4.4
1199,18,오후 6:06:03.9,2.8,25.38,3.7,4.74
1200,18,오후 6:06:08.9,2.35,24.86,3.19,3.86
1201,18,오후 6:06:13.9,2.85,26.07,3.53,3.92
1202,18,오후 6:06:18.9,1.64,21.55,3.88,4.16
1203,18,오후 6:06:23.9,2.19,24.65,3.3,3.63
1204,18,오후 6:06:28.9,2.52,24.01,4.17,3.07
1205,18,오후 6:06:33.9,2.52,26.71,4.27,3.72
1206,18,오후 6:06:38.9,2.56,22.12,4.26,1.35
1207,18,오후 6:06:43.9,2.75,24.47,3.56,3.63
1208,18,오후 6:06:48.9,1.7,27.16,4.04,3.43
1209,18,오후 6:06:53.9,3.13,26.96,2.38,1.47
1210,18,오후 6:06:58.9,1.83,23.46,3.6,3.73
1211,18,오후 6:07:03.9,1.73,25.1,3.56,4.61
1212,18,오후 6:07:08.9,2.68,26.35,3.69,3.54
1213,18,오후 6:07:14.0,1.73,22.62,3.99,3.25
1214,18,오후 6:07:19.0,1.77,25.46,3.73,4.54
1215,18,오후 6:07:24.0,2.0,26.08,3.59,4.5
1216,18,오후 6:07:29.0,1.78,23.88,3.32,3.86
1217,18,오후 6:07:34.0,2.3,22.04,3.04,4.36
1218,18,오후 6:07:39.0,2.43,22.46,3.31,3.51
1219,18,오후 6:07:44.0,2.75,25.86,2.0,4.98
1220,18,오후 6:07:49.0,2.16,25.69,3.69,4.08
1221,18,오후 6:07:54.0,1.9,26.64,3.55,4.07
1222,18,오후 6:07:59.0,1.8,24.95,4.47,3.73
1223,18,오후 6:08:04.0,2.37,24.78,3.27,3.09
1224,18,오후 6:08:09.0,1.71,27.87,4.4,4.72
1225,18,오후 6:08:14.0,1.9,23.13,3.6,3.51
1226,18,오후 6:08:19.0,2.25,21.48,3.79,4.86
1227,18,오후 6:08:24.0,3.16,22.94,1.65,3.93
1228,18,오후 6:08:29.0,2.19,21.29,3.76,4.48
1229,18,오후 6:08:34.0,2.63,21.82,4.18,4.51
1230,18,오후 6:08:39.0,1.6,26.0,3.65,4.59
1231,18,오후 6:08:44.1,2.78,22.0,3.5,4.63
1232,18,오후 6:08:49.1,2.18,23.45,3.32,4.03
1233,18,오후 6:08:54.1,2.08,22.26,3.35,3.4
1234,18,오후 6:08:59.1,1.93,25.41,3.35,4.61
1235,18,오후 6:09:04.1,2.32,25.65,3.37,3.31
1236,18,오후 6:09:09.1,2.93,23.89,3.93,4.54
1237,18,오후 6:09:14.1,2.31,21.69,3.15,3.41
1238,18,오후 6:09:19.1,1.7,27.87,3.66,4.95
1239,18,오후 6:09:24.1,1.92,22.68,3.35,4.37
1240,18,오후 6:09:29.1,1.66,25.58,4.06,3.35
1241,18,오후 6:09:34.1,1.76,26.4,3.4,4.91
1242,18,오후 6:09:39.1,2.08,25.7,4.43,4.1
1243,19,오후 6:10:06.1,1.96,24.62,3.93,4.66
1244,19,오후 6:10:11.1,2.25,22.69,3.96,3.33
1245,19,오후 6:10:16.1,2.29,27.55,3.54,3.94
1246,19,오후 6:10:21.1,1.57,25.28,3.7,4.15
1247,19,오후 6:10:26.1,1.71,26.62,3.63,3.63
1248,19,오후 6:10:31.1,2.68,26.87,3.12,3.27
1249,19,오후 6:10:36.1,2.95,25.17,4.49,3.6
1250,19,오후 6:10:41.1,2.24,21.83,4.29,4.75
1251,19,오후 6:10:46.1,2.4,22.74,4.22,4.49
